DATES,LevFacOri,ZLevFacOri,ZLogLevOri,LevFacCurrent,ZLevFacCurrent,ZLogLevCurrent
1968Q1,0.010282843804204633,-0.1498576602632038,0.5489154566402019,-0.023052997309986556,-0.3577350279837335,-0.40346073832603885
1968Q2,0.037532904123219746,0.052167497804119084,0.5393658860490914,-0.020950106888739037,-0.3307477023257797,-0.35046902107066613
1968Q3,0.22672286370356343,1.4547747229447776,0.6413589043366964,0.16459908645074606,2.050487408942019,-0.1668764956273615
1968Q4,-0.06327864190013543,-0.695224188010528,0.54209019041304,-0.1021907343970488,-1.3733447150234832,-0.235789859651918
1969Q1,-0.08894087220454153,-0.8854775699448789,0.08296392505399929,-0.1315147495244859,-1.7496728098432945,-0.8912704581941331
1969Q2,0.08347249933896332,0.3927522112454016,0.17605698962959876,0.01472369620096204,0.12707003830016622,-0.7495531442469313
1969Q3,-0.005933632648742582,-0.270082576477998,-0.0816799271694674,-0.07884080162101179,-1.0736846692354531,-1.161487725052111
1969Q4,0.15380146228593664,0.9141536206271882,0.21164551960391764,0.1481972633109318,1.8399955364288818,-0.5870416786684619
1970Q1,0.10241238838925623,0.533167829940123,0.07798131734561947,0.043223389953610414,0.4928192512327141,-0.8212026488321879
1970Q2,-0.025713414939224025,-0.41672495440269297,-0.004578798421281848,-0.09385126448633209,-1.2663205981121965,-0.9648718983030706
1970Q3,0.264755925211495,1.7367423653269283,0.23492230867457364,0.21597313983879676,2.7097934265755645,-0.6167760537762109
1970Q4,0.11879419044646354,0.6546184289953296,0.5109657874247392,0.09187650931294943,1.117206315417849,-0.13654535749730431
1971Q1,0.05513574856392495,0.18267060087748851,0.31878460833906,0.01828014292048541,0.1727114967590431,-0.4210133803839874
1971Q2,-0.06976721233449906,-0.7433288326346925,0.15067580244362433,-0.1177438664208022,-1.572944957948732,-0.6582205701496764
1971Q3,0.040445560656162144,0.07376120767392447,0.055905654532843116,0.007843489241668153,0.03877329020121744,-0.7857255493634977
1971Q4,0.09006470199904365,0.44162515937187713,0.3108718684291424,0.01887040753557505,0.1802866244170695,-0.46703191642046415
1972Q1,0.00334255384638657,-0.20131124089189883,0.039849840745783606,0.004957314758039927,0.0017337326910623712,-0.7804819107561645
1972Q2,-0.0038328770458859254,-0.2545080978251277,-0.027799444222260317,-0.02551144405413952,-0.389285365665063,-0.8131128407732371
1972Q3,0.08543897837522,0.4073311968874485,-0.03468970858876029,0.06343525281870797,0.7522070537463137,-0.7946787610090108
1972Q4,0.12244312633393437,0.6816707305614079,0.29689667668859293,0.05571194360692627,0.6530904004250353,-0.37534249718426005
1973Q1,-0.21770970658861832,-1.840137626327766,-0.3555584211482405,-0.18614885785945648,-2.450816558832883,-1.181315748751789
1973Q2,-0.14656258009152717,-1.3126705562244088,-0.6706431672329525,-0.15206165696482113,-2.013360388023049,-1.5435118815770053
1973Q3,-0.08641825732814098,-0.8667755317408689,-0.9581694754313032,-0.0857284806309458,-1.1620773094750103,-1.8896639831545647
1973Q4,-0.018219388410130682,-0.3611661087936674,-0.846194415403678,-0.049189664196521654,-0.6931584688599034,-1.723894750163789
1974Q1,-0.10379340723282804,-0.9955905642524998,-1.3413483419153305,-0.09599528889012471,-1.2938358144159667,-2.3472466790582
1974Q2,0.04150571193372145,0.0816209051174101,-1.3604016292341536,-0.015297652371122267,-0.25820724596514794,-2.3987439129560246
1974Q3,0.028638093651448898,-0.013776410961633387,-1.4662678391502908,-0.003992142910653251,-0.11311862772047761,-2.558025035618647
1974Q4,-0.07043289580364262,-0.7482640440251307,-1.4465366194341602,-0.13176881553462277,-1.7529333516598828,-2.612254037739139
1975Q1,0.08847489997868296,0.4298387632795721,-1.6326984806032885,0.09423491107689289,1.147472731486299,-2.7769042186233133
1975Q2,0.02861674316147267,-0.013934698175010772,-1.6671575911681236,0.01449131474296258,0.12408778396083593,-2.756934998094769
1975Q3,-0.025177551364999287,-0.41275219536957874,-1.8595738081078488,-0.008029412294590837,-0.16493069673383767,-2.9271687371626682
1975Q4,0.06712217429458978,0.2715349749210947,-1.618191938601458,0.030932297320130933,0.3350822069054076,-2.601133461799908
1976Q1,0.36505255885213617,2.4803166190224974,-1.3284354567519827,0.3058523492776889,3.8632531934272567,-2.215714271119384
1976Q2,0.08216220354645037,0.38303800468958493,-1.2691521841727058,0.04175100537782464,0.4739234867939251,-2.1251227348657262
1976Q3,0.24344494333512445,1.5787480551587658,-1.014857427391954,0.1822028034647244,2.2764037187252275,-1.8234163956263787
1976Q4,0.028111547276647775,-0.017680094599527716,-0.8294846617336965,0.02554248293993726,0.26591232794047387,-1.5048738550009724
1977Q1,0.0035263341723534014,-0.19994873934260116,-1.0947215499467282,0.022784066314331053,0.2305123436981249,-1.765438173333189
1977Q2,0.10885994616752498,0.5809684169499802,-0.980482563201229,0.08190788454682504,0.9892745315231157,-1.5681111704248756
1977Q3,0.0004919301917021418,-0.22244505445730256,-1.099395120200369,0.03820187383939983,0.42837590729923913,-1.590493678347969
1977Q4,0.03926410610774361,0.06500219800204282,-0.8918606098212873,-0.020760870279768515,-0.3283191449739113,-1.3820015507991703
1978Q1,0.17594066996706448,1.0782881905658868,-0.8714087082504531,0.13330015351418087,1.6488143177666608,-1.3650984972289015
1978Q2,0.05375854668873856,0.17246036929385436,-0.8354735094551804,0.039573613313658974,0.4459800485020605,-1.2585396539444398
1978Q3,0.05268054043193336,0.1644682994826671,-0.867978084211314,0.053460579849375627,0.6241976505767147,-1.2370922709215828
1978Q4,-0.15324104430409172,-1.362183026009616,-0.9743169398441088,-0.09810866378337882,-1.3209576919542918,-1.2224059298695982
1979Q1,0.0845723104540875,0.40090593684365716,-1.0849612261496766,0.0792635086783055,0.9553380829071032,-1.3166437281496235
1979Q2,0.24817355362848814,1.613804793777761,-0.7230939044454977,0.18778360206066963,2.348024582855122,-0.8408123462601197
1979Q3,0.013544136539201973,-0.1256792484513263,-0.8142408517384879,0.033157275826826024,0.36363634312450094,-0.8609329785447608
1979Q4,-0.23986111265955193,-2.0043626320893515,-1.0799846657944803,-0.15143794147483175,-2.005355970447991,-0.991965069436408
1980Q1,0.24854198282704715,1.6165362360646451,-0.9132506363868164,0.03200033200663342,0.34878876983774243,-1.1898880425934488
1980Q2,-0.024388723685890623,-0.40690402348686905,-0.9726429918649327,0.02804015397841261,0.2979660483914836,-1.0770387786434685
1980Q3,0.14161443039067523,0.8238020024587086,-0.8525191809628175,0.02608216495219095,0.27283830661690434,-1.1096691711842346
1980Q4,-0.2754347922516064,-2.268097029682819,-1.2011296617943643,-0.011505383205203099,-0.2095393734363628,-0.9208601285293249
1981Q1,0.24381393724475597,1.5814836840728481,-1.0182476856448661,0.07336769133274615,0.879674443415117,-1.0132070517954017
1981Q2,-0.054618021082735176,-0.6310165029957716,-1.1293286534893525,-0.017091307498750385,-0.28122601791744134,-1.006356558038299
1981Q3,0.005897164892435039,-0.18237199105771265,-1.217153062850187,0.0450658540835805,0.5164644107646613,-0.9892816896887265
1981Q4,0.08983397818003705,0.4399146304607841,-0.9959424380080926,0.06910825464063261,0.8250112027783023,-0.6059241425302191
1982Q1,0.10368867694656662,0.5426299153267826,-1.0189763986974847,-0.03064002395498605,-0.45510270666796393,-0.9413683190390929
1982Q2,0.005212010344637443,-0.18745155617422601,-1.0376641345922992,0.029927949645650195,0.32219296765111455,-0.8226717474797999
1982Q3,0.06120691057928691,0.22768068347719403,-1.0349796438673375,0.125023498494603,1.5425963322192362,-0.6059374655154776
1982Q4,0.14774339370185685,0.8692406094648836,-0.7114452101439152,-0.0842028449942313,-1.142498150548142,-0.5855576642001434
1983Q1,-0.1109684471053327,-1.0487845222625893,-1.0737476841651716,-0.010657227724415005,-0.1986546178935477,-0.8764518962939383
1983Q2,0.030215809161187504,-0.0020796212478215253,-1.0514407942945911,-0.0005897991808955332,-0.06945484129227301,-0.8279407728714477
1983Q3,0.10030092864268057,0.517513993432573,-0.9801315114362733,0.11418088011531229,1.403448200566592,-0.6223104713052271
1983Q4,-0.021665131922036764,-0.38671199271108836,-0.9187236709409791,-0.039059262397193456,-0.5631505285307044,-0.5029369387718573
1984Q1,0.03864186297195232,0.06038904242026152,-1.0480418546231347,0.06551786567516213,0.7789341484197619,-0.6108974442811093
1984Q2,-0.02809999395626627,-0.4344184566376833,-1.1176029512924102,0.038088576538482084,0.42692191277572966,-0.46914785737546266
1984Q3,0.15419891795109317,0.9171002579057109,-0.9510164786042696,0.03649610289061885,0.4064849920011801,-0.4378048510246249
1984Q4,0.23027911142506102,1.4811398575408568,-0.4839033548023596,0.05494369140154534,0.6432310790621291,-0.09614913902780509
1985Q1,-0.18876414680675666,-1.625542457663233,-0.9771063492627431,-0.018709747663418416,-0.3019961785213864,-0.39977075631896763
1985Q2,0.11151336597782785,0.6006402103449233,-0.8236006440135265,0.023113933687561053,0.2347456780342101,-0.28989645577427897
1985Q3,0.016761926870062213,-0.10182335262543997,-0.8668831880516681,0.00797670033808923,0.04048284729655862,-0.3232037203182459
1985Q4,0.08854253226677021,0.43034017221339915,-0.6107307740578756,0.0560612362594491,0.6575730279877078,0.02715286773938859
1986Q1,0.13212650303815046,0.7534608729094449,-0.6012544005083122,0.03996382757924977,0.45098784127883806,-0.1372947684474001
1986Q2,-0.05936980583181775,-0.6662450512557336,-0.7146352690041577,-0.046362077073230396,-0.6568707889354172,-0.19188234383739083
1986Q3,-0.04882906112684664,-0.5880985961565821,-0.8622634758255235,0.02252732407039959,0.2272174565860224,-0.18940718433013698
1986Q4,-0.06583164867738542,-0.7141515441955332,-0.8481061636318298,-0.07506351234243148,-1.02520904024625,-0.14814696837265923
1987Q1,0.016285828126662877,-0.10535303009275139,-1.0154687748866595,0.057592574405754174,0.6772253697498932,-0.2660783258623965
1987Q2,-0.02281314184422245,-0.3952230522565448,-1.0742775682846364,-0.03278616330840533,-0.4826450650585247,-0.2927504506649273
1987Q3,0.031425289322114185,0.006887163332834956,-1.0964092751449324,0.07544608530180769,0.9063473952350772,-0.16115876325056985
1987Q4,-0.3341911252377828,-2.703701843764844,-1.5178949898039884,-0.1299445591557297,-1.7295218602748106,-0.2589672933949962
1988Q1,0.13398615931038843,0.7672479011931072,-1.4954739159716586,0.10316766523576967,1.2621107283463713,-0.26188498078682465
1988Q2,-0.09089593720528796,-0.8999719347713699,-1.6649561604877356,-0.013073142177492895,-0.22965911981537954,-0.2445181708621791
1988Q3,0.049772466020664624,0.14290856032135074,-1.6555746933489852,0.04022067298854604,0.4542840523578333,-0.19000613861332344
1988Q4,-0.02461510098729329,-0.40858232839934716,-1.6030755376120511,-0.1010340896632047,-1.3585009800445154,-0.2310650968683042
1989Q1,0.15017226708385345,0.8872476715843376,-1.5461728504149492,0.19139688329565765,2.394395423863826,-0.012955147935204468
1989Q2,0.27195534050008224,1.7901170365989112,-1.1407648952935938,0.10826990965568029,1.3275900944395025,0.29314568712620526
1989Q3,0.004953540878375719,-0.18936778440145913,-1.1999256174622361,-0.043540563604872115,-0.6206610549190743,0.15121601706953933
1989Q4,0.26497475662649844,1.7383647269176408,-0.6855411604046274,-0.059067889306709184,-0.8199301138669969,0.20114554793307074
1990Q1,0.002581867176565139,-0.20695078234286376,-0.8552360456785937,0.08535484183222306,1.0335108635022718,0.18346935676293796
1990Q2,-0.0021078003798531975,-0.24171880921242234,-0.8710251762852601,-0.05142805339423994,-0.7218847104261343,0.11812177329003501
1990Q3,0.08143524258858817,0.37764849726459027,-0.80767561797771,0.06138350064734477,0.725876007935023,0.22267791648563529
1990Q4,0.12832089909897454,0.7252470734406359,-0.4953585899971708,0.008388891376107294,0.04577267774320849,0.4283298034641214
1991Q1,0.04730882983212739,0.12464377541508379,-0.5935399016175966,0.06517918374764904,0.7745876929982584,0.3700598522180153
1991Q2,0.07984585653477463,0.365865185044631,-0.47869810713211974,0.02286276529756917,0.23152232266238162,0.47733989545721817
1991Q3,0.16553201909247464,1.0011210462150448,-0.2763616024370703,0.08258967376444319,0.9980242350074404,0.637644673979363
1991Q4,-0.019546932504440506,-0.3710081899617276,-0.19238212492005313,-0.10235259376072796,-1.3754219280414621,0.580160046946846
1992Q1,0.032622926273204386,0.01576614530640621,-0.3112703429577304,0.060203481781702345,0.7107323023534791,0.5155813266405576
1992Q2,-0.01188019972625847,-0.3141689432503599,-0.3380314596280616,7.707422447824838e-05,-0.060896559043417516,0.5705178663721295
1992Q3,0.16427144420203169,0.9917754580396039,-0.12828410246257202,0.11053378761142929,1.3566434445448383,0.8040935220273905
1992Q4,-0.16582361405189416,-1.455467063271695,-0.27847839450154405,-0.13709973702329678,-1.8213474320219407,0.6555283279810568
1993Q1,0.2744393685956971,1.8085330020237689,-0.01078375969728224,0.14040498877894514,1.7399938205590886,0.7867321879599013
1993Q2,0.20376335277159255,1.2845586290764215,0.3049481750006957,-0.0148290981476593,-0.2521940817559053,0.8062471754834748
1993Q3,0.050786323822844696,0.15042504947202945,0.34312495818379407,-0.022604494990661635,-0.3519791987556995,0.7321485540340228
1993Q4,0.2130658616911999,1.3535251125595773,0.7867433695646304,-0.0845786358404743,-1.1473208411859268,0.6975492726677984
1994Q1,0.06637201088414514,0.26597345029336217,0.7382819568953645,0.13223279021072173,1.6351163709907595,0.8204535824209674
1994Q2,0.0672231736540519,0.2722837590089521,0.84779649638813,0.011159940513907934,0.08133478061857072,0.9005327074708337
1994Q3,0.048651355366468724,0.13459692524702982,0.885270634395733,0.03848853116383532,0.432054707910347,0.9697420790687197
1994Q4,-0.5176032723223579,-4.063473806558341,0.17887508119585108,-0.12936899889259718,-1.7221354400885795,0.822330070645993
1995Q1,0.08302686955789028,0.3894484230736754,0.16025405928478903,0.11484188705410041,1.4119311958472778,0.9140739320278833
1995Q2,0.04884900325957745,0.1360622374841224,0.24404043064073166,-0.004550403507351031,-0.12028303361289157,0.9577215051489384
1995Q3,0.024097908757343717,-0.04743621061522997,0.24502505268648364,0.01984590393401886,0.19280560244700726,0.9855705133338978
1995Q4,0.09159582450472445,0.45297652016188433,0.4792870834495118,-0.032308589072044785,-0.47651614302231865,1.0587590592579854
1996Q1,0.05160725439402945,0.15651122419840863,0.4149510191362834,0.09878630318023893,1.2058827654324193,1.1209367244698407
1996Q2,0.009729012453540395,-0.15396362791431045,0.4391160523054683,-0.019039334308501486,-0.3062259101486257,1.129929211347305
1996Q3,0.04335184270810833,0.09530765872977566,0.4718307611485269,0.014197430450951908,0.12031623646881578,1.1458202508127209
1996Q4,0.034065987975604256,0.026464645240543993,0.6193929354487783,-0.04241041497976161,-0.6061573562576613,1.1927550656755004
1997Q1,0.05343542092567982,0.17006479539077524,0.560431195285982,0.09530437778544223,1.1611976721928332,1.2537755703688571
1997Q2,0.06806738046151771,0.2785424979520281,0.6774947070603705,-0.015215746660741741,-0.2571561136489077,1.2704933672309893
1997Q3,-0.0212947765538585,-0.38396627028253705,0.6098646638298573,0.011685445245368034,0.08807881596126632,1.2814267037280285
1997Q4,0.06612588120343403,0.26414870616184094,0.8098581459307396,-0.11565211157591937,-1.546100540082219,1.1520378826820739
1998Q1,0.09233814839701086,0.45847992455514597,0.8149651309975248,0.1403526017351669,1.739321514386396,1.326327556341761
1998Q2,-0.0533930080266457,-0.6219345614002767,0.7429324270720842,-0.03576062407871551,-0.5208176396511409,1.2934273077791996
1998Q3,0.12998912671541815,0.7376148973631803,0.9137852183499995,0.025330385696398196,0.2631903899237762,1.337421370610113
1998Q4,-0.15512168003836962,-1.3761255907979748,0.7666343807368552,-0.18372556718711722,-2.4197173946170394,1.0392197598014417
1999Q1,0.017252896102476448,-0.09818342905743728,0.6571608447800964,0.06660471166896015,0.7928821252036731,1.0485753089528584
1999Q2,-0.10368045114800922,-0.9947531359817717,0.50318197213576,-0.0908163766775913,-1.2273725365288197,0.8832237751992579
1999Q3,0.022488865450259455,-0.05936525681348861,0.5098887870218675,-0.020484867750391746,-0.32477708207446115,0.8206132139232892
1999Q4,0.05518680439127523,0.1830491160613064,0.6883473329379751,-0.0413818976641393,-0.5929579372764872,0.8467279144520505
2000Q1,0.06273248213371904,0.23899089089761938,0.6515018818908418,0.10698665209977347,1.311121480947154,0.9558833140067274
2000Q2,-0.018361975983961276,-0.3622232175414767,0.6277993294688065,-0.04282662771708569,-0.6114987989556073,0.8980544457490142
2000Q3,0.06050468378792365,0.22247454900029978,0.6955691866427183,0.001990746465293177,-0.03633755423572957,0.887208362240763
2000Q4,0.2403637557801862,1.5559048982800596,1.1690827385905675,-0.051184584007855825,-0.7187601597830284,0.8875349657573691
2001Q1,0.04921169429199777,0.1387511384368732,1.113564330555551,0.06350266372489496,0.7530721678101682,0.9008391515531196
2001Q2,0.08816916464112282,0.42757211765845193,1.25729786982304,0.02744177824650822,0.2902868271731282,1.006155004786882
2001Q3,0.13449867153154693,0.7710475391123939,1.4444913263127397,0.05437596986211819,0.6359452566946154,1.119039722558476
2001Q4,-0.18717523178119588,-1.6137626375293865,1.253150586415983,-0.060026764246431316,-0.8322357813435649,1.0953242160401946
2002Q1,-0.0023409175467864335,-0.24344708180875968,1.118330116831964,0.05346179495108564,0.6242132445160016,1.0888793065646074
2002Q2,-0.011059005663409439,-0.3080808150624287,1.1091513887412294,-0.03209659570745364,-0.4737955381302423,1.055465957098397
2002Q3,-0.007271101324568071,-0.27999823602078405,1.0782294237214682,0.013898645347560171,0.11648179469024958,1.0761948650188162
2002Q4,-0.45414633565819096,-3.593019887926069,0.45785927791417946,-0.08620894731457027,-1.1682433515700987,0.9871139261070103
2003Q1,0.09948432713086285,0.5114599132737899,0.4835042565537297,0.09974845734949012,1.2182305167162621,1.09304282899612
2003Q2,0.01724861166070516,-0.09821519284129468,0.5185144191968061,0.05169830797698001,0.6015816338610275,1.255192719753779
2003Q3,-0.0123789293676621,-0.31786640055716525,0.47924434817851463,-0.051287377433095124,-0.7200793534102379,1.1231362562035632
2003Q4,-0.025781359384635043,-0.4172286775931469,0.5159669956623544,-0.03054847484990405,-0.4539278163895268,1.160134917663905
2004Q1,0.12014413059142458,0.6646265489031183,0.5780864938946654,0.1074380795697118,1.3169148499306624,1.2900597960279305
2004Q2,-0.03060150644229643,-0.45296404697698167,0.5383747356762568,0.021983206766565375,0.2202345578451596,1.3852022830594797
2004Q3,0.04598994937026539,0.11486592425951596,0.5905937132460817,0.03966262975552035,0.4471224359898499,1.4643803826767903
2004Q4,0.11739262183241259,0.6442275484805347,0.8519119005903187,-0.022670438342525856,-0.35282547904389494,1.5181766042341855
2005Q1,0.10215887340989768,0.5312883330444186,0.8903229443093692,0.09264054612727195,1.1270115387972752,1.6194253538758288
2005Q2,0.01971724898966884,-0.0799133307259008,0.9286776941497361,-0.0077142050738411815,-0.16088550263805448,1.6459061497619296
2005Q3,0.005303416202730792,-0.18677389591537139,0.9185900391686053,0.018096188284758306,0.17035072531299103,1.676549674567464
2005Q4,-0.05716092218535748,-0.6498689382268363,0.9095305753362425,-0.08601743702641078,-1.165785615084551,1.5799868978275018
2006Q1,-0.008012175740066407,-0.2854923771044362,0.7783758097710745,0.07087836926633412,0.8477278690263582,1.6352090895333884
2006Q2,0.022128830417510577,-0.062034466846396706,0.8212649178056699,-0.01976396111649925,-0.3155253674338598,1.6329245986815666
2006Q3,0.04606726940065816,0.11543915570117151,0.8755326658492206,0.0458827758076447,0.5269483296515517,1.7299173282773164
2006Q4,0.24275524646386712,1.573634814387806,1.3363577976070633,-0.01698901211154434,-0.2799132158332518,1.7910171222219007
2007Q1,0.05404606316751373,0.17459194483502785,1.30252565950502,0.09720418813020246,1.185578781139051,1.9120398092906234
2007Q2,0.010902772807470436,-0.14526166108341856,1.3285660088828029,0.008858746570271515,0.05180253788659562,1.9759889377705633
2007Q3,0.06375169704227178,0.2465470963002642,1.412335994951612,0.00010082082195641976,-0.060591808423539,1.9678036104925805
2007Q4,0.028486324385586806,-0.014901590486617973,1.545002796478224,-0.025796485158266914,-0.3929434246039711,2.007290045760197
2008Q1,0.19743152696909275,1.237616050101205,1.7385207071482007,0.0724312011009458,0.8676560488255902,2.0752671125566944
2008Q2,-0.10360827865635411,-0.9942180671098485,1.5849256346021792,-0.1467900169930259,-1.9457070936655019,1.7739505087162524
2008Q3,0.2259756942385228,1.4492353946823524,1.926008864138434,0.04674471619556355,0.538009993022822,1.8753697259246607
2008Q4,-0.6146540992022052,-4.782984457596568,1.048600325320837,-0.37001102664176255,-4.810401335562306,1.104707394842381
2009Q1,-0.16191892715174447,-1.4265186874159654,0.6843623370341437,-0.047752123138119516,-0.6747098667369439,0.8940714372990796
2009Q2,-0.18468337239209892,-1.595288612845758,0.3997556349769752,-0.15450535039591934,-2.044721389893097,0.5671406440542744
2009Q3,-0.0421790957337121,-0.5387974095183726,0.3273760325602482,-0.010884481287859689,-0.20157106368722527,0.5356018225311464
2009Q4,0.1703944300695152,1.0371697497674341,0.6620571093753965,-0.0924019926825441,-1.2477214501297194,0.39802501347825125
