DATES,FL664090005.Q,FL663020003.Q,FL664004005.Q,FL663069103.Q,FL663061105.Q,FL663061703.Q,FL663062003.Q,FL663063005.Q,FL663069803.Q,FL663064003.Q,FL663067003.Q,FL663090005.Q,FL664190005.Q,FL662150005.Q,FL664104005.Q,FL663163003.Q,FL663168005.Q,FL663170003.Q,FL663167005.Q,FL663167003.Q,FL763067005.Q,FL663178003.Q,FL663190005.Q,FL663192003.Q,FL663194005.Q,FL663193005.Q,tot_asset,tot_liabilities,Leverage,LevFac,LogLev,Z-LevFac,Z-LogLev,No Seasonal-Adj LevFac,No Seasonal-Adj LogLev
1990Q2,204116,8726,68025,14484,-11205,27324,6726,30696,0,12863,40022,74480,181352,31513,10825,10825,0,5866,87409,50939,36470,696,45043,6471,72986,-34414,204116,181352,8.966613951853803,-0.0021078003798531975,2.19350811894699,-0.24171880921242234,-0.8710251762852601,-0.013456101172557439,-0.8710251762852601
1990Q3,199477,10879,50423,14150,-33339,31485,7389,30738,0,8971,36722,92482,178129,25467,14312,14312,0,5720,90858,55220,35638,688,41084,6536,65985,-31437,199477,178129,9.344060333520705,0.08143524258858817,2.2347408829914706,0.37764849726459027,-0.80767561797771,0.3373990700667448,-0.80767561797771
1990Q4,262133,10248,106479,18393,7277,44013,7894,28902,0,9555,38809,97042,239240,81024,15289,15289,0,6103,98619,62425,36194,664,37541,3774,61786,-28019,262133,239240,11.450356004018696,0.12832089909897454,2.438020821570935,0.7252470734406359,-0.4953585899971708,1.4411768228144337,-0.4953585899971708
1991Q1,250256,10168,91624,17322,-6815,45290,6636,29191,0,12763,36867,98834,226958,67841,16421,16421,0,5774,95662,59418,36244,568,40692,5179,66768,-31255,250256,226958,10.741522877500215,0.04730882983212739,2.3741168739543004,0.12464377541508379,-0.5935399016175966,-0.37873537449608985,-0.5935399016175966
1991Q2,269760,10594,100863,14620,-5679,49116,9149,33657,0,12424,37562,108317,246455,78508,18154,18154,0,6469,99962,58708,41254,605,42757,5591,64044,-26878,269760,246455,11.57519845526711,0.07984585653477463,2.448864744988786,0.365865185044631,-0.47869810713211974,0.5656858611365883,-0.47869810713211974
1991Q3,308128,9071,124282,14795,8904,54652,8435,37496,0,13757,45059,115959,284793,104088,18212,18212,0,6202,112994,68628,44366,687,42610,5888,65601,-28879,308128,284793,13.204542532676237,0.16553201909247464,2.5805609016560944,1.0011210462150448,-0.2763616024370703,0.9535867975090392,-0.2763616024370703
1991Q4,332510,10191,123988,13958,5669,54029,9448,40884,0,14267,55066,128998,308668,106707,19000,19000,0,6785,133803,87013,46790,850,41523,5770,65641,-29888,332510,308668,13.946397114336046,-0.019546932504440506,2.6352212035358193,-0.3710081899617276,-0.19238212492005313,0.42886019908211664,-0.19238212492005313
1992Q1,322491,9976,108325,13573,-15437,57617,7866,44706,0,12334,51227,140629,297507,82244,19686,19686,0,6002,143376,71756,71620,877,45322,5955,67156,-27789,322491,297507,12.907901056676273,0.032622926273204386,2.557839608888899,0.01576614530640621,-0.3112703429577304,-0.47053782025983104,-0.3112703429577304
1992Q2,343358,10313,135236,16668,-5661,66514,10120,47595,0,12686,56332,128791,316290,100309,23104,23104,0,6432,136998,65079,71919,908,48539,6109,73293,-30863,343358,316290,12.685015516477021,-0.01188019972625847,2.5404214162650827,-0.3141689432503599,-0.3380314596280616,-0.06209954096185103,-0.3380314596280616
1992Q3,395721,10651,145374,16195,-427,62053,9364,58189,0,12072,55840,171784,368506,128715,22706,22706,0,6554,158631,77997,80634,979,50921,6130,84689,-39898,395721,368506,14.540547492191806,0.16427144420203169,2.676941125604986,0.9917754580396039,-0.12828410246257202,0.986442230777133,-0.12828410246257202
1992Q4,381732,10367,122695,15200,-7657,52981,11313,50858,0,14783,53474,180413,352783,106426,21694,21694,0,7389,164223,76230,87993,888,52163,5297,88139,-41273,381732,352783,13.186362223220145,-0.16582361405189416,2.579183130602002,-1.455467063271695,-0.27847839450154405,-0.6093308443199175,-0.27847839450154405
1993Q1,415981,11086,140812,15752,-4995,60300,9904,59851,0,15807,59775,188501,389479,144442,19323,19323,0,8101,166405,86800,79605,1091,50117,9433,81848,-41164,415981,389479,15.696211606671195,0.2744393685956971,2.7534193842988492,1.8085330020237689,-0.01078375969728224,1.2433469419588028,-0.01078375969728224
1993Q2,438845,10872,154700,15267,-1318,65400,14351,61000,0,19213,59048,195012,416080,140474,22754,22754,0,9931,176236,86946,89290,1067,65618,13569,96479,-44430,438845,416080,19.277179881396883,0.20376335277159255,2.9589220067718696,1.2845586290764215,0.3049481750006957,1.4563165439489592,0.3049481750006957
1993Q3,462534,11007,154734,14642,-19674,73800,14216,71750,0,21514,67376,207903,439129,137455,26419,26419,0,10437,188133,99749,88384,1447,75238,17705,98060,-40527,462534,439129,19.762187566759238,0.050786323822844696,2.9837703930119734,0.15042504947202945,0.34312495818379407,0.22579754560338758,0.34312495818379407
1993Q4,478778,12281,137533,14868,-28313,60800,17133,73045,0,24247,76123,228594,460627,126441,33734,33734,0,10069,202926,102269,100657,1401,86056,23690,111515,-49149,478778,460627,26.377499862266543,0.2130658616911999,3.2725113688124834,1.3535251125595773,0.7867433695646304,2.0232912094553885,0.7867433695646304
1994Q1,469867,14913,115219,11372,-44830,58600,13079,76998,0,22252,77033,240450,451483,110125,31258,31258,0,12256,206679,110756,95923,1428,89737,23914,120534,-54711,469867,451483,25.558474760661444,0.06637201088414514,3.2409689548282663,0.26597345029336217,0.7382819568953645,-0.1583061015343005,0.7382819568953645
1994Q2,465580,14181,100804,18676,-53124,55300,12503,67449,0,19739,76103,254753,448617,115195,31324,31324,0,9989,202987,112484,90503,1353,87769,24138,111634,-48003,465580,448617,27.446795967694392,0.0672231736540519,3.3122494386545753,0.2722837590089521,0.84779649638813,0.5420678938901359,0.84779649638813
1994Q3,469482,13459,95331,12164,-45723,50000,12402,66488,0,20178,72568,267946,452789,129051,29419,29419,0,10257,191309,107321,83988,1409,91344,24362,120623,-53641,469482,452789,28.124483316360152,0.048651355366468724,3.3366404893819746,0.13459692524702982,0.885270634395733,0.2226824233193154,0.885270634395733
1994Q4,454724,12022,93329,11207,-42684,45000,15455,64351,0,20126,75051,254196,429118,103394,34255,34255,0,9149,203912,108971,94941,1195,77213,14032,123754,-60573,454724,429118,17.75849410294462,-0.5176032723223579,2.8768639424681557,-4.063473806558341,0.17887508119585108,-3.075205518332499,0.17887508119585108
1995Q1,472668,13990,101106,16822,-29236,45000,10838,57682,0,22013,69850,265709,445727,133034,26870,26870,0,9021,200673,113459,87214,1047,75082,14513,135503,-74934,472668,445727,17.54456033554805,0.08302686955789028,2.86474394947628,0.3894484230736754,0.16025405928478903,-0.02601106919346817,0.16025405928478903
1995Q2,491805,13270,137410,17480,-129,42000,11702,66357,0,23863,68742,248520,465261,140880,26844,26844,0,9330,209106,113128,95978,1072,78029,14994,141808,-78773,491805,465261,18.527915913200722,0.04884900325957745,2.9192785630167672,0.1360622374841224,0.24404043064073166,0.4280040780603922,0.24404043064073166
1995Q3,503170,14788,136112,22130,-8106,46000,9305,66783,0,26753,77352,248165,476030,147065,27368,27368,0,9997,208791,114850,93941,1348,81461,15475,147456,-81470,503170,476030,18.539793662490787,0.024097908757343717,2.9199194307602863,-0.04743621061522997,0.24502505268648364,0.060909015813007984,0.24502505268648364
1995Q4,568105,13749,183429,22065,18274,54000,12723,73814,2553,34176,78593,258158,541796,182392,29300,29300,0,10261,227060,127569,99491,1117,91666,17382,146316,-72032,568105,541796,21.593561138773804,0.09159582450472445,3.0723951748237073,0.45297652016188433,0.4792870834495118,1.0951261137292916,0.4792870834495118
1996Q1,569408,12924,156180,16766,5215,50000,8866,72438,2895,28171,89110,283023,541911,181542,21360,21360,0,11613,237758,140925,96833,1063,88575,18280,161029,-90734,569408,541911,20.708004509582864,0.05160725439402945,3.0305203168097137,0.15651122419840863,0.4149510191362834,-0.22868512470644378,0.4149510191362834
1996Q2,565266,15327,138187,19921,-14080,48200,8802,72107,3237,31923,89851,289978,538395,180398,24649,24649,0,13026,228767,136822,91945,1196,90359,19178,171638,-100457,565266,538395,21.036284470246734,0.009729012453540395,3.0462487786555683,-0.15396362791431045,0.4391160523054683,0.16367755071918147,0.4391160523054683
1996Q3,583126,15300,147063,18072,-3985,46500,7867,75031,3578,29142,86937,304684,555990,177644,26068,26068,0,14461,230827,145158,85669,1079,105911,20076,177415,-91580,583126,555990,21.489018278301888,0.04335184270810833,3.067542026888823,0.09530765872977566,0.4718307611485269,0.20158186735309777,0.4718307611485269
1996Q4,636351,15651,167730,23686,-12836,55200,10830,86930,3920,37899,94411,320660,609450,180875,27281,27281,0,14282,263665,162859,100806,1264,122083,20765,194935,-93617,636351,609450,23.65529162484666,0.034065987975604256,3.1635868372610467,0.026464645240543993,0.6193929354487783,0.7107490991107696,0.6193929354487783
1997Q1,655395,14760,164501,25226,-22758,53807,10056,93380,4790,39279,101354,335501,626605,181380,26567,26567,0,17663,278966,171999,106967,1040,120989,22230,208003,-109244,655395,626605,22.76467523445641,0.05343542092567982,3.125210002682631,0.17006479539077524,0.560431195285982,-0.20485848004040305,0.560431195285982
1997Q2,717430,18078,160152,25935,-28009,53744,11363,91459,5660,44150,110390,384660,688227,206250,35301,35301,0,16356,303930,188656,115274,889,125501,23695,216060,-114254,717430,688227,24.56699654145122,0.06806738046151771,3.2014039381758854,0.2785424979520281,0.6774947070603705,0.575535670509743,0.6774947070603705
1997Q3,748810,18951,164662,24340,-42821,66391,11049,99173,6530,50737,127447,387013,716958,214671,33583,33583,0,23629,304388,192808,111580,1110,139577,25160,228108,-113691,748810,716958,23.509041818410147,-0.0212947765538585,3.1573851053798654,-0.38396627028253705,0.6098646638298573,-0.24328872192215434,0.6098646638298573
1997Q4,779194,21682,182594,24258,-5344,50432,13203,92645,7400,51922,131172,391824,750095,203528,35340,35340,0,19938,337908,215452,122456,1345,152036,29388,250995,-128347,779194,750095,26.777346300560158,0.06612588120343403,3.287556242767526,0.26414870616184094,0.8098581459307396,0.9431991905778059,0.8098581459307396
1998Q1,918109,24927,242690,25079,31929,67883,12381,98163,7255,62800,140059,447633,883936,230309,35082,35082,0,19532,364681,233305,131376,1085,233247,29242,276707,-72702,918109,883936,26.866502794603928,0.09233814839701086,3.2908802613694417,0.45847992455514597,0.8149651309975248,0.07918518899074344,0.8149651309975248
1998Q2,917075,22235,209379,28296,-29276,86937,15294,101105,7023,66679,151513,467269,881302,226463,40084,40084,0,20869,388049,248350,139699,1095,204742,29096,301784,-126138,917075,881302,25.635954490817095,-0.0533930080266457,3.2439958384343313,-0.6219345614002767,0.7429324270720842,-0.2628075728561351,0.7429324270720842
1998Q3,989703,25934,245878,33417,38103,61524,14699,91261,6874,55447,149053,513391,955160,261346,39435,39435,0,21782,424297,277833,146464,793,207507,28950,316239,-137682,989703,955160,28.65133312103755,0.12998912671541815,3.3551999733535096,0.7376148973631803,0.9137852183499995,0.814006223029325,0.9137852183499995
1998Q4,921179,25378,189354,28031,15817,50922,13145,74720,6719,54351,152761,499335,885796,208154,42533,42533,0,18932,419478,276675,142803,1264,195435,29723,326555,-160843,921179,885796,26.03450809710878,-0.15512168003836962,3.259422892528507,-1.3761255907979748,0.7666343807368552,-0.5958379277909328,0.7666343807368552
1999Q1,893755,24459,211300,28801,48120,32874,12390,82383,6732,61035,160646,436315,856890,232670,34756,34756,0,19429,391990,262335,129655,1289,176756,31024,379477,-233745,893755,856890,24.243998372439982,0.017252896102476448,3.1881690969565493,-0.09818342905743728,0.6571608447800964,-0.42879856555414864,0.6571608447800964
1999Q2,900485,27641,158821,28785,-12250,34718,14339,86463,6766,68117,183825,462081,859427,200902,30182,30182,0,31539,403236,270394,132842,1385,192183,32325,399675,-239817,900485,859427,21.932022991865168,-0.10368045114800922,3.0879478058663103,-0.9947531359817717,0.50318197213576,-0.6261094856467079,0.50318197213576
1999Q3,921364,26734,166763,29344,-21843,57294,12844,82332,6792,55535,185837,486495,879537,209567,34623,34623,0,30022,407224,285143,122081,1498,196603,33626,382690,-219713,921364,879537,22.02797236234968,0.022488865450259455,3.0923131167394553,-0.05936525681348861,0.5098887870218675,0.0862779090359354,0.5098887870218675
1999Q4,1001002,28711,154669,25987,-42626,65950,11947,86599,6812,66885,227926,522811,960543,245230,25309,25309,0,30859,448665,323880,124785,2180,208300,38680,360821,-191201,1001002,960543,24.741145357028103,0.05518680439127523,3.208467661649723,0.1830491160613064,0.6883473329379751,0.8477257397739064,0.6883473329379751
2000Q1,1132525,27117,194816,30206,-6509,50284,10842,102574,7419,74383,286471,549738,1085639,285265,36416,36416,0,33766,514583,371239,143344,2423,213186,39459,351371,-177644,1132525,1085639,24.15486499168195,0.06273248213371904,3.1844858087414,0.23899089089761938,0.6515018818908418,-0.10680764660715039,0.6515018818908418
2000Q2,1132907,26969,188155,38226,-24138,55092,9868,101083,8024,74528,270234,573021,1085276,271661,36247,36247,0,39405,509941,359464,150477,1719,226303,40238,368465,-182400,1132907,1085276,23.785076945686633,-0.018361975983961276,3.169058364929953,-0.3622232175414767,0.6277993294688065,-0.04853963621986752,0.6277993294688065
2000Q3,1208607,20781,243331,45430,7847,62613,10836,108109,8496,81519,273873,589103,1159986,317601,42588,42588,0,35912,531938,372945,158993,1772,230175,41017,369161,-180003,1208607,1159986,24.85771580181403,0.06050468378792365,3.2131681993918457,0.22247454900029978,0.6955691866427183,0.35699611845059337,0.6955691866427183
2000Q4,1221388,30329,223617,39210,-3252,63695,11289,103760,8915,77220,235134,655088,1185285,302165,40944,40944,0,35915,587586,412434,175152,2096,216579,53973,373195,-210589,1221388,1185285,33.83065119242168,0.2403637557801862,3.5213672315704585,1.5559048982800596,1.1690827385905675,2.1558289707800915,1.1690827385905675
2001Q1,1211486,30954,317728,44637,61131,75298,12658,114687,9317,78268,195785,588751,1174358,287071,35007,35007,0,35339,603521,412029,191492,1208,212212,55362,419937,-263087,1211486,1174358,32.6299827623357,0.04921169429199777,3.485231582328525,0.1387511384368732,1.113564330555551,-0.18959273707825428,1.113564330555551
2001Q2,1334881,37066,288404,44830,1549,96345,13677,122200,9803,89825,195977,723609,1297625,334223,43913,43913,0,33321,585570,412906,172664,1320,299278,56751,403420,-160893,1334881,1297625,35.829960274855054,0.08816916464112282,3.5787844226044156,0.42757211765845193,1.25729786982304,0.6937751459348619,1.25729786982304
2001Q3,1462638,53727,366367,50792,67409,80443,15997,141662,10064,66595,258064,717885,1426499,402273,47064,47064,0,36136,661856,494787,167069,1447,277723,58140,399429,-179846,1462638,1426499,40.47256426575168,0.13449867153154693,3.7006243190191412,0.7710475391123939,1.4444913263127397,0.8864512808095893,1.4444913263127397
2001Q4,1465640,47120,316043,48160,9816,77780,19010,151023,10254,85080,196359,821038,1424624,353159,42343,42343,0,39211,629505,454329,175176,1890,358516,56065,373641,-71190,1465640,1424624,35.73337234250049,-0.18717523178119588,3.57608505164245,-1.6137626375293865,1.253150586415983,-0.7917503941899008,1.253150586415983
2002Q1,1441358,43054,299565,47646,-1663,71816,13606,158181,9979,86247,191989,820503,1397322,390427,38425,38425,0,36347,586045,427497,158548,1911,344167,55165,412289,-123287,1441358,1397322,32.73135616313925,-0.0023409175467864335,3.4883335225199272,-0.24344708180875968,1.118330116831964,-0.5411722080821857,1.118330116831964
2002Q2,1465244,45690,352644,50808,9925,89951,17419,174895,9646,83728,170555,812627,1420210,438338,42805,42805,0,30582,575068,400494,174574,1632,331785,54265,392777,-115257,1465244,1420210,32.53639472398632,-0.011059005663409439,3.4823593004463285,-0.3080808150624287,1.1091513887412294,0.015850599993569817,1.1091513887412294
2002Q3,1419722,40460,335245,44347,49,88821,20266,172343,9419,69384,149624,825009,1375200,383703,46614,46614,0,31767,576634,401309,175325,1615,334867,53365,369095,-87593,1419722,1375200,31.888100265037508,-0.007271101324568071,3.4622329077529237,-0.27999823602078405,1.0782294237214682,-0.08054633582501171,1.0782294237214682
2002Q4,1335420,44217,344431,43495,-3912,91831,21026,183078,8913,74894,148201,723677,1272708,344176,40624,40624,0,37418,590641,412699,177942,1347,258502,35401,373369,-150268,1335420,1272708,21.294489092996557,-0.45414633565819096,3.058448311211178,-3.593019887926069,0.45785927791417946,-2.6938186207762906,0.45785927791417946
2003Q1,1385505,44176,390925,46693,17481,128110,19208,170490,8943,67679,159526,723199,1321518,341958,50232,50232,0,28501,630345,429641,200704,1634,268848,36119,390235,-157506,1385505,1321518,21.65291387313048,0.09948432713086285,3.0751400353750116,0.5114599132737899,0.4835042565537297,0.17023877290461234,0.4835042565537297
2003Q2,1512117,43579,341147,41865,-63208,139400,22129,191988,8973,87637,248456,791298,1443856,366190,46175,46175,0,35253,715264,515135,200129,1929,279045,36837,384142,-141934,1512117,1443856,22.151990155432824,0.01724861166070516,3.097927341458704,-0.09821519284129468,0.5185144191968061,0.2117585817658187,0.5185144191968061
2003Q3,1560696,43857,374974,46074,8142,85829,24085,201843,9001,86803,227610,827452,1488418,420000,48640,48640,0,32468,704032,503443,200589,1985,281293,37555,389663,-145925,1560696,1488418,21.592960513572596,-0.0123789293676621,3.072367359423056,-0.31786640055716525,0.47924434817851463,-0.11755700911040132,0.47924434817851463
2003Q4,1613023,47162,424065,49356,37778,83726,24858,219299,9048,100537,182500,858759,1540086,490391,46991,46991,0,28218,676292,475360,200932,1751,296443,37447,402858,-143862,1613023,1540086,22.115291278774833,-0.025781359384635043,3.096269282328955,-0.4172286775931469,0.5159669956623544,0.2193507490141544,0.5159669956623544
2004Q1,1703296,52962,405029,49519,11917,93776,25028,214940,9849,113454,200782,931069,1629329,482180,59978,59978,0,34599,740301,512899,227402,1920,310351,38219,424854,-152722,1703296,1629329,23.02778265983479,0.12014413059142458,3.1367014286864636,0.6646265489031183,0.5780864938946654,0.33194569518457495,0.5780864938946654
2004Q2,1652788,53428,325464,49956,-82071,86301,30172,229721,11385,117847,216509,939540,1579135,381874,60596,60596,0,32077,764545,533917,230628,2034,338009,38991,407269,-108251,1652788,1579135,22.440199312994718,-0.03060150644229643,3.1108539626558134,-0.45296404697698167,0.5383747356762568,-0.11951519467497729,0.5383747356762568
2004Q3,1772403,53080,453514,49876,-12771,131898,33582,238203,12726,110251,209852,945706,1696059,484670,68897,68897,0,34236,767061,524341,242720,2333,338862,39763,416884,-117785,1772403,1696059,23.21600911662999,0.04598994937026539,3.1448420888291255,0.11486592425951596,0.5905937132460817,0.28805251322701003,0.5905937132460817
2004Q4,1844886,62881,394898,48015,-44572,107266,31961,237991,14237,129065,264019,994023,1777849,526858,62237,62237,0,36040,774163,578316,195847,2195,376356,49610,429391,-102645,1844886,1777849,27.520414099676298,0.11739262183241259,3.314928060178544,0.6442275484805347,0.8519119005903187,1.2150774621862679,0.8519119005903187
2005Q1,1947066,60832,440012,50399,-26886,108177,36344,256096,15882,134575,266078,1045569,1878063,621703,65026,65026,0,34972,785181,569369,215812,2608,368573,48960,499699,-180086,1947066,1878063,28.21712099473936,0.10215887340989768,3.3399289211897734,0.5312883330444186,0.8903229443093692,0.2268361213188021,0.8903229443093692
2005Q2,2040259,58952,457328,62476,-69113,135931,32413,277761,17860,131123,263518,1129338,1969736,680934,63720,63720,0,35049,800689,583167,217522,1254,388090,48310,522817,-183037,2040259,1969736,28.93040568325227,0.01971724898966884,3.36489314181583,-0.0799133307259008,0.9286776941497361,0.22658654682222928,0.9286776941497361
2005Q3,2117585,57728,431988,63811,-84185,118070,35288,279551,19453,132883,258013,1236973,2043907,706495,70720,70720,0,45227,810175,578366,231809,1794,409496,47660,535534,-173698,2117585,2043907,28.741076033551398,0.005303416202730792,3.358327320226676,-0.18677389591537139,0.9185900391686053,0.01182094390311191,0.9185900391686053
2005Q4,2127050,56460,477193,60246,-64593,101001,42885,315704,21950,158331,232447,1202619,2052605,733568,62361,62361,0,43079,805984,575308,230676,2080,405533,49947,544460,-188874,2127050,2052605,28.572100208207402,-0.05716092218535748,3.3524307245036904,-0.6498689382268363,0.9095305753362425,0.016379348730348367,0.9095305753362425
2006Q1,2288071,62521,497249,66698,-79789,129388,35553,319756,25643,167166,249478,1311657,2200854,816482,71136,71136,0,35902,856024,598590,257434,2566,418744,45101,529678,-156035,2288071,2200854,26.234231858467957,-0.008012175740066407,3.2670651174444663,-0.2854923771044362,0.7783758097710745,-0.5249205967793908,0.7783758097710745
2006Q2,2402562,74653,469989,67615,-148588,155065,37889,327412,30596,166945,243845,1447130,2313502,835019,72769,72769,0,48938,904803,646293,258510,2812,449161,44371,543714,-138924,2402562,2313502,26.976891982932855,0.022128830417510577,3.2949806470695235,-0.062034466846396706,0.8212649178056699,0.2466892682916343,0.8212649178056699
2006Q3,2584491,69778,537319,73995,-110446,160911,38392,340123,34344,172725,254532,1550137,2492012,963028,74011,74011,0,43328,936932,654780,282152,3269,471444,43097,540219,-111872,2584491,2492012,27.946787919419545,0.04606726940065816,3.330302270614898,0.11543915570117151,0.8755326658492206,0.2971355764575404,0.8755326658492206
2006Q4,2741746,80480,583372,64305,-67039,138039,50868,355486,41713,186369,292099,1599426,2669063,1071819,68788,68788,0,48279,957833,655663,302170,2805,519539,61018,582326,-123805,2741746,2669063,37.721970749693874,0.24275524646386712,3.6302427032109876,1.573634814387806,1.3363577976070633,2.099575854894553,1.3363577976070633
2007Q1,3020297,81859,677153,77128,-41484,147783,48412,400261,45053,202062,278962,1780261,2938447,1224547,83652,83652,0,51652,1010014,690136,319878,3548,565034,60590,527180,-22736,3020297,2938447,36.90039095907147,0.05404606316751373,3.6082221460871415,0.17459194483502785,1.30252565950502,-0.09344835996931894,1.30252565950502
2007Q2,3169543,89825,583755,79874,-139335,122627,53953,418032,48604,223084,334032,1938847,3085092,1219196,93615,93615,0,65473,1045474,745313,300161,3483,657851,61084,522939,73828,3169543,3085092,37.5311482398077,0.010902772807470436,3.625171207930908,-0.14526166108341856,1.3285660088828029,0.17199161806756377,1.3285660088828029
2007Q3,3201937,86295,718223,86029,-95338,214645,45124,416966,50797,220624,296520,1880275,3121150,1293738,86273,86273,0,62129,1077998,757822,320176,3469,597543,62657,551875,-16989,3201937,3121150,39.63430997561489,0.06375169704227178,3.6796951566665217,0.2465470963002642,1.412335994951612,0.42793143517482213,1.412335994951612
2007Q4,3092024,104980,803101,87115,-59964,290197,50122,382792,52839,224757,325534,1633652,3020464,1147283,64803,64803,0,45842,1200882,866424,334458,2186,559468,63705,545185,-49422,3092024,3020464,43.208831749580774,0.028486324385586806,3.7660449130030353,-0.014901590486617973,1.545002796478224,0.6447116320150811,1.545002796478224
2008Q1,3244240,122378,864267,107489,-23674,298061,66073,362689,53629,180134,365327,1712134,3178043,1196680,120112,80369,39743,43494,1281724,984530,297194,2043,533990,68995,542094,-77099,3244240,3178043,49.008867471335556,0.19743152696909275,3.8920012505405146,1.237616050101205,1.7385207071482007,0.9144902524536788,1.7385207071482007
2008Q2,2957944,115605,691840,102908,-93297,311194,51803,264958,54274,189631,291465,1669403,2891243,971514,85936,84481,1455,39087,1273438,992080,281358,2617,518651,74678,569224,-125251,2957944,2891243,44.34632164435316,-0.10360827865635411,3.792029766067983,-0.9942180671098485,1.5849256346021792,-0.6244079380084606,1.5849256346021792
2008Q3,3001925,161934,820777,153941,-9173,350042,61946,208208,55813,160646,402323,1456245,2947709,751873,276660,76926,199734,34362,1282851,998551,284300,2538,599425,83683,593063,-77321,3001925,2947709,55.36972480448576,0.2259756942385228,4.014032960703069,1.4492353946823524,1.926008864138434,1.5687095215640314,1.926008864138434
2008Q4,2217183,120078,717424,65701,190624,242649,38741,123788,55921,109172,164838,1105671,2146299,586935,142551,97067,45484,21167,963630,742660,220970,2485,429531,60220,608893,-239582,2217183,2146299,31.279033350262402,-0.6146540992022052,3.4429480120749956,-4.782984457596568,1.048600325320837,-3.8333781792175756,1.048600325320837
2009Q1,1925452,103164,594013,49879,130942,221979,38740,102227,50246,79551,134275,1014449,1847426,418403,102448,82039,20409,47794,882929,666349,216580,2681,393171,58521,1240768,-906118,1925452,1847426,24.677056365826775,-0.16191892715174447,3.2058739198745525,-1.4265186874159654,0.6843623370341437,-1.5582767863115927,0.6843623370341437
2009Q2,2011360,92028,599166,61262,155937,177219,38308,120561,45879,89312,147666,1083188,1913265,481821,102207,97137,5070,54513,851416,657287,194129,4500,418808,61463,1222992,-865647,2011360,1913265,20.50420510729395,-0.18468337239209892,3.0206299922937285,-1.595288612845758,0.3997556349769752,-1.2052377235043903,0.3997556349769752
2009Q3,2060636,81933,533430,49532,105725,141568,41895,152257,42453,108514,173767,1162992,1955290,449031,104052,104025,27,66910,893744,671709,222035,6248,435305,61438,1163006,-789139,2060636,1955290,19.56064777020485,-0.0421790957337121,2.97351978114445,-0.5387974095183726,0.3273760325602482,-0.2643455201134478,0.3273760325602482
2009Q4,2084221,90721,525315,41538,122977,110876,35430,171282,43212,124151,202985,1141049,1998526,470893,92851,92851,0,70062,888196,668571,219625,5719,470805,85244,1107637,-722076,2084221,1998526,24.321383978061732,0.1703944300695152,3.1913559624714947,1.0371697497674341,0.6620571093753965,1.5403260795322984,0.6620571093753965
